"","logFC","logCPM","PValue","FDR"
"YDR302W",1.50049278925822,5.51249810602632,9.62082736358014e-15,1.00933396294865e-13
"YLR117C",1.23691351925717,6.01213778536537,1.00062191120253e-14,1.04790793780273e-13
"YDR046C",-0.54827979618668,8.04820525034017,1.06460750026101e-14,1.11294745212799e-13
"YBR171W",1.17336163468363,6.30419367420907,1.11806852949445e-14,1.16677451305444e-13
"YGR067C",1.9085780857009,4.9591176570288,1.1891484771144e-14,1.23876611603625e-13
"YHR161C",0.651495537713229,7.81197516438948,1.21693171104892e-14,1.2654806562876e-13
"YLR441C",0.249600441155477,10.2750892562905,1.3269093428799e-14,1.37742501435445e-13
"YLR224W",0.820740161752197,7.2434326848946,1.49146353412883e-14,1.54553235226625e-13
"YPL078C",0.83112137396706,7.61580717421069,1.49808133174474e-14,1.54967609089748e-13
"YGR097W",0.49747228207624,8.27961465149276,1.55217345732123e-14,1.60282903088476e-13
"YFR001W",1.27201355400429,5.92032721600978,1.59854970925964e-14,1.64784296684482e-13
"YKL108W",1.75418710464046,5.31184782647232,1.62885335035809e-14,1.67616091722936e-13
"YOL129W",0.625333670753513,7.70123962307146,1.69520180650033e-14,1.74140782796223e-13
"YOL070C",0.863266266808202,6.88802041960904,1.84959379652612e-14,1.89671516361266e-13
"YKL161C",1.39661310104233,5.56466337534196,1.90516957505813e-14,1.95032670858459e-13
"YNL098C",-0.422166006411288,8.90297185987475,1.91425404923067e-14,1.95624200506009e-13
"YBR055C",1.39575544635853,5.8700011863679,2.15106006316028e-14,2.19445213684817e-13
"YLR390W-A",0.351456750739009,9.35044259643252,2.20592023607349e-14,2.24654561735746e-13
"YJR070C",-0.662204483652429,7.33343993443897,2.27565057102255e-14,2.3135780805396e-13
"YPR138C",0.788587077091689,7.26320827881614,2.34515670048517e-14,2.38015303546668e-13
"YBR145W",-0.584365626715239,7.88314839432339,2.38081939199985e-14,2.41221033261354e-13
"YIL101C",-0.97353073805333,6.24851038602975,2.40977757676866e-14,2.437376738759e-13
"YGR033C",1.24410265671729,6.20471067364102,2.50132066143452e-14,2.52565091360206e-13
"YMR119W",0.867255804534967,6.97108932090556,2.55024103938697e-14,2.57066034583521e-13
"YPL218W",0.485589728417486,8.34579690913985,2.57780911342114e-14,2.59403002110764e-13
"YGR089W",1.34538016221678,6.16606972087307,2.71206286064225e-14,2.72449506730393e-13
"YNL101W",1.01990211171725,6.31691567103163,2.71834762787539e-14,2.72618015493876e-13
"YBR183W",1.14523234090278,6.40146638899309,2.76225231532452e-14,2.76552401857449e-13
"YBR082C",0.431090470385544,8.83886873272926,2.9764786534911e-14,2.9749703028221e-13
"YGR178C",0.587276420297217,8.34398126076104,3.10510718014119e-14,3.09830003117966e-13
"YGR218W",0.745117860220143,7.55419496696193,3.32393599652034e-14,3.31106553727456e-13
"YPL092W",-0.927086949031044,6.45215845402206,3.38958232594321e-14,3.37078296178252e-13
"YOR067C",1.02219775225709,6.50142330222021,3.54815282707718e-14,3.52255373788853e-13
"YER065C",0.894752310131953,6.85938970275943,3.62928672711096e-14,3.59706692869607e-13
"YMR044W",1.03419979484912,6.3780527099962,4.02064334378943e-14,3.97828539551874e-13
"YOL057W",0.881869906786552,6.84996809928321,4.12801085950171e-14,4.07770288074652e-13
"YBR162W-A",1.04484103400728,6.50935161315053,4.19842024265296e-14,4.14034209596293e-13
"YIL014W",1.02844783642938,6.55925444292788,4.28545068182665e-14,4.21913671952883e-13
"YDR306C",1.11658947116154,6.06898551877093,4.83827210232144e-14,4.75549103479003e-13
"YHR096C",1.33607413371823,5.73445636883842,4.99356579164333e-14,4.89998819057274e-13
"YIL042C",0.949952605908324,6.86672490481609,5.21465770631016e-14,5.10846517354921e-13
"YMR194W",0.643514618074851,7.80639512945348,5.45204152660551e-14,5.33218672940906e-13
"YLR436C",0.788334970658265,7.13553987130648,5.50891648739526e-14,5.37892060328676e-13
"YMR171C",0.879499833343108,6.8547645764732,5.60601719865561e-14,5.46471231704205e-13
"YBR007C",1.27946090517775,5.94149435953814,7.69861027322809e-14,7.48372926720112e-13
"YML101C",1.19665151394266,5.89294303900257,7.70253696759418e-14,7.48372926720112e-13
"YBL001C",0.904078772463986,6.96770427621545,7.79635016329458e-14,7.56245965839574e-13
"YJR137C",0.977841423037195,6.555734903868,7.93043494594937e-14,7.67993184536538e-13
"YNL155W",0.913803874918475,6.87339258362285,8.43257176738291e-14,8.1528639130073e-13
"YPR105C",0.948158682670841,6.54221203217853,9.75806812669848e-14,9.41900311674957e-13
"YIL126W",0.674223803950798,7.40727212610054,9.78748463856117e-14,9.43201084794242e-13
"YMR075W",1.52941669511495,5.48788078396856,1.06562956702214e-13,1.02525693464553e-12
"YDL125C",0.490779446436101,8.25296617330119,1.11923401752365e-13,1.07508241585835e-12
"YBR105C",0.957919653168946,6.75343386041866,1.15053192086948e-13,1.10335451795538e-12
"YJR025C",0.957740412735178,6.6471011337205,1.21174664356395e-13,1.16017878478445e-12
"YNL244C",0.498162971889585,8.18497896371593,1.22100552745361e-13,1.16715504134782e-12
"YOR195W",1.52202561463438,5.40724567670507,1.229306681642e-13,1.17319477988318e-12
"YOR019W",1.16368717775587,5.99815138340816,1.23691172909562e-13,1.17855180371317e-12
"YNL283C",0.619035403237806,7.64826833322818,1.24132641321987e-13,1.18085665386206e-12
"YGL073W",0.673591700388269,7.46571354628887,1.24380790839687e-13,1.18131804076794e-12
"YGR056W",1.03723131422864,6.22343858778792,1.3021483549212e-13,1.23474548334435e-12
"YGR295C",0.754198583793119,7.21495578223951,1.32138899228975e-13,1.25098538678056e-12
"YBR299W",2.07346250973244,5.05115843447733,1.33866940874299e-13,1.26532058970164e-12
"YGR048W",0.90368530500329,6.68394070734006,1.38899496062976e-13,1.3107947658766e-12
"YKR029C",1.2823942238222,5.67432802491261,1.41317763517035e-13,1.33149236740493e-12
"YMR086W",0.872623012791545,6.86281793672316,1.51537800199124e-13,1.42551536371735e-12
"YER037W",-1.32469954042571,5.17692091228649,1.53431855164705e-13,1.441041725412e-12
"YBR068C",-0.427197101223063,8.72939143005405,1.54418910043717e-13,1.4480137729456e-12
"YPR167C",1.01374861175465,6.31233208832558,1.63588338867632e-13,1.53156993841737e-12
"YKR008W",1.05024034452052,6.16528098451125,1.77777951728608e-13,1.66178853140312e-12
"YOR198C",0.507255895125612,8.12543243475782,1.8218998568671e-13,1.70034407777329e-12
"YER026C",0.567752802580831,7.98520531332476,1.84852336241186e-13,1.7213147076112e-12
"YDL155W",0.984130960162729,6.47292594706535,1.85018785540092e-13,1.7213147076112e-12
"YDL048C",-0.794567963233431,7.13937259134144,1.85554687417536e-13,1.72359040101971e-12
"YDR208W",1.00127136993205,6.75641485335094,1.90125576354028e-13,1.76328061957176e-12
"YLR137W",1.31278654219971,5.8221892591248,1.98580900968663e-13,1.83601072362222e-12
"YJL055W",0.547531056524613,7.93024532638736,1.98606289572768e-13,1.83601072362222e-12
"YKR067W",0.656577583986293,7.46913102086541,1.98898575940822e-13,1.83601072362222e-12
"YPR171W",1.15415212464057,6.01829759248785,2.02654724629027e-13,1.86776947917438e-12
"YDL117W",1.03422357996138,6.24310580507351,2.07456893434357e-13,1.90905511423187e-12
"YDR023W",0.411133628495233,8.71545057055173,2.10582701734954e-13,1.93481032013311e-12
"YGR284C",0.751334008584604,7.09347712748151,2.33165264978047e-13,2.13610678827928e-12
"YDL240W",1.28345647583763,5.63759597628909,2.33213619271323e-13,2.13610678827928e-12
"YGR110W",2.38059803286319,4.37851539250687,2.42102305442396e-13,2.214094808814e-12
"YDL099W",0.797040707000147,6.95564884811575,2.44196943658386e-13,2.22980449942388e-12
"YNL287W",0.513203462879641,8.07232469913325,2.58063352997881e-13,2.35279023064478e-12
"YPL070W",0.852871083305682,6.8677611498238,2.59738210207865e-13,2.36441690738452e-12
"YAL031C",1.11972187175382,6.50062330546337,2.89007575159517e-13,2.62681693121177e-12
"YKR095W",0.654265087446894,7.4938718462561,2.92918286779391e-13,2.65827837864057e-12
"YHR007C",-0.368984392103571,8.83964854400352,2.99276477606373e-13,2.71182070137352e-12
"YLR182W",0.979485671394416,6.46045025495604,3.09973093006896e-13,2.80445075125658e-12
"YDR098C",0.866537293426073,6.92179709069905,3.14419285329741e-13,2.8403342157192e-12
"YOR377W",1.11122951241832,6.52292545933056,3.588959349967e-13,3.2371756819748e-12
"YJL044C",0.961218430705316,6.60977030006866,3.63576631568056e-13,3.27440324046908e-12
"YPR140W",1.12556669410871,5.96913019689,3.79069253568914e-13,3.40874281666757e-12
"YGL021W",1.2442451153419,5.94467280432382,3.80485881167782e-13,3.41628977066732e-12
"YDR427W",0.844854679920744,7.16068271470604,3.88908372144788e-13,3.48662248178896e-12
"YGR135W",0.422976373178343,8.54361888429591,3.93165637313628e-13,3.51945699846405e-12
"YDL157C",1.21057636647913,5.97749729676509,4.02227460718884e-13,3.59513577805686e-12
"YPL225W",0.872059794748149,7.07840814364779,4.04774537296659e-13,3.61244485246506e-12
"YGL178W",1.07433678861018,6.04982326969015,4.06783711993388e-13,3.62490846967601e-12
"YJL168C",1.01055774424893,6.36035896157451,4.45933433578887e-13,3.96780169396432e-12
"YDR088C",1.18706128464533,5.94495939782301,4.67171658239571e-13,4.1505325852906e-12
"YNR001C",0.408337127737681,8.82806113302429,4.71385993183007e-13,4.18169553472841e-12
"YJL103C",1.60572763706057,5.12839114728777,4.89264271782557e-13,4.33379744930747e-12
"YBR109C",0.540781291728187,7.99954734697456,5.48988329019563e-13,4.85555148401907e-12
"YLR430W",0.661152849447988,7.3656718277177,5.5084931768675e-13,4.86473942201866e-12
"YNL067W",-0.415069223700526,8.55340053203006,5.88322254364173e-13,5.18793260666589e-12
"YCR096C",1.99481145153211,5.07348510166518,5.91889205689264e-13,5.21090346110728e-12
"YDL020C",0.738440366131989,7.16983905786257,5.92688529546256e-13,5.21090346110728e-12
"YOL142W",1.11258743693529,5.94537379316257,6.14273745766463e-13,5.39266729035632e-12
"YGR124W",-0.272800503260614,9.79158561340951,6.15567984936597e-13,5.39602335832569e-12
"YMR029C",0.919298073012172,6.51241845992288,6.30763810353817e-13,5.52104950571529e-12
"YPL113C",1.28884990353705,5.62261375847057,6.46256873128536e-13,5.64830416292696e-12
"YIL144W",1.19661895508077,5.7660286652981,6.66120149270055e-13,5.81332289562082e-12
"YJR052W",1.0933434536969,6.03849576008083,6.81764022239436e-13,5.94108647951508e-12
"YKL190W",0.706942421064038,7.23286971635586,6.82886431260688e-13,5.94211619671984e-12
"YLR414C",0.46599189457224,8.33273499423442,7.75024261565213e-13,6.73394795254238e-12
"YHL036W",-1.12341410002207,5.60573905945384,8.38826643657602e-13,7.27762060193846e-12
"YFR031C",1.08788358563793,6.22805229300202,8.70181609577643e-13,7.53860114768801e-12
"YKL042W",1.47231536475071,5.28914989451644,8.90355293169015e-13,7.70209396152203e-12
"YMR061W",0.981616118755636,6.26765480646315,9.16382823381415e-13,7.91567469481435e-12
"YDR076W",1.83416146843021,4.85412555150487,1.04051276392399e-12,8.97480178445809e-12
"YOR100C",2.70706549065127,4.24739292668729,1.04553351510609e-12,9.00355371481602e-12
"YNR067C",-0.945588865769798,6.34225856577589,1.0468894635446e-12,9.00355371481602e-12
"YHR008C",0.424355758421906,8.48373343106649,1.05817107487351e-12,9.07919025814917e-12
"YLR324W",0.761353861322881,6.99851363453624,1.05875296233276e-12,9.07919025814917e-12
"YBL030C",0.391463411350513,8.87868506545225,1.1538960086802e-12,9.88075641586219e-12
"YDL174C",0.519650482242251,7.97030412175637,1.16715411180132e-12,9.97984231145724e-12
"YHR132W-A",0.931264074547485,6.5042154113708,1.20079099101579e-12,1.02526411166529e-11
"YCL045C",0.506342125927042,8.02034823753342,1.22098627320815e-12,1.04100515541393e-11
"YDR182W",0.819382629419464,7.01786254924318,1.35070096419694e-12,1.1499421014609e-11
"YNL087W",0.616964214473853,7.55839653135977,1.40679966877713e-12,1.19598184484975e-11
"YML010W",-0.393130456484311,8.6636485864149,1.46629450295397e-12,1.24477253572147e-11
"YKL037W",1.69066846498001,4.947597854214,1.49133580663792e-12,1.26421690084191e-11
"YLR248W",0.507275830600734,8.07996424657565,1.5663600154949e-12,1.32591591011206e-11
"YOR154W",1.67578439649114,5.11757493148339,1.57621198958588e-12,1.33234947748281e-11
"YGR208W",-0.958246600779934,6.41743484859836,1.61577653197728e-12,1.36384447071463e-11
"YNR021W",0.636425005570194,7.50738457402708,1.65993535286699e-12,1.39912214856324e-11
"YGL002W",1.08968978138162,6.03570952793053,1.75285691545477e-12,1.47534201546883e-11
"YDR171W",-0.418471539896039,8.74189709770207,1.75959007623958e-12,1.47890546606671e-11
"YLR089C",-0.506427212162915,7.86158867715331,1.80505344279417e-12,1.51496471220044e-11
"YKL054C",-0.447130093383719,8.17450672250985,1.9654952424391e-12,1.64728546027085e-11
"YER062C",-0.575548951046425,7.51404317901631,2.06058380048744e-12,1.72453668281247e-11
"YPR115W",0.599252535697164,7.56360433672412,2.10505790435197e-12,1.75926943786025e-11
"YDL009C",1.67267062904994,4.97147825507586,2.15136723345719e-12,1.79543581387393e-11
"YDR459C",1.27262320314399,5.68521688112565,2.18810966583799e-12,1.82352744968498e-11
"YPR133C",0.681548895782678,7.23323280570346,2.21260197396695e-12,1.84134541209036e-11
"YHR004C",0.882694634050726,6.64595297603394,2.26189599552961e-12,1.87972452325122e-11
"YFR041C",1.01441312460903,6.14995301906606,2.27153222987074e-12,1.88508502161924e-11
"YML016C",0.850110399333815,7.02877787729912,2.31529819927184e-12,1.91871420799601e-11
"YGR266W",0.856415348955664,6.79820303907489,2.39530487212477e-12,1.98224040956116e-11
"YJR144W",0.833772560807271,6.79511088738539,2.40319348905837e-12,1.98599104396066e-11
"YLR049C",1.3508537939019,5.46348346943799,2.40887744263385e-12,1.98791183097134e-11
"YKL045W",1.15745750283247,6.07423964688157,2.41637462903861e-12,1.99132154317848e-11
"YBR069C",-0.63025536226054,7.20619637924226,2.47707637028867e-12,2.03850638150182e-11
"YPL123C",1.22671715747167,5.73841220903248,2.54383370791119e-12,2.0905366735709e-11
"YCR024C",1.37147771617151,5.3633942852221,2.56418058365852e-12,2.10433516137413e-11
"YLR287C-A",0.352919978879262,8.94984450760523,2.58167811789735e-12,2.11576030797765e-11
"YNL233W",1.06968472320938,5.98119909101552,2.59768343709707e-12,2.12593262756617e-11
"YGR152C",0.957742569403061,6.30103585240951,2.63384065037207e-12,2.15254628843254e-11
"YDL197C",1.03975692189682,6.34202036727477,2.77950664346502e-12,2.26846080129414e-11
"YGL027C",0.618959080355307,7.78034605858203,2.90338645206238e-12,2.36629994997977e-11
"YER178W",0.31171932361189,9.33798458520307,3.00758096748446e-12,2.44784822346706e-11
"YEL001C",0.598851285722331,7.63760915729013,3.10196827332056e-12,2.52120141115904e-11
"YGR197C",1.17804409283835,5.73516339392265,3.13967447289482e-12,2.54834757971449e-11
"YJL130C",0.348765360264212,8.99679980263792,3.24128940641321e-12,2.62722046818451e-11
"YOR070C",1.05503008726556,6.22579393456286,3.40301010610891e-12,2.75452952090923e-11
"YBR012W-A",7.24296625415151,3.42402440505831,3.54003540986005e-12,2.86152862297021e-11
"YGR109W-A",1.19093810928801,5.72813725340163,3.62065948859663e-12,2.92032434847002e-11
"YMR124W",0.644819630823285,7.3946790706581,3.62264335267365e-12,2.92032434847002e-11
"YMR143W",0.264698792125897,9.71865889306539,3.66584770742211e-12,2.95113209317233e-11
"YGR232W",1.01618554151986,6.56715005414951,3.68632848453755e-12,2.96232572919215e-11
"YDL215C",0.657483192042359,7.28297148884847,3.68976518914081e-12,2.96232572919215e-11
"YIL122W",1.12800718740064,5.80994058694273,3.76154887850458e-12,3.01586513741349e-11
"YJR078W",2.43631463909282,4.23779068856929,3.8549780358747e-12,3.08659066823689e-11
"YBR052C",0.528917335790405,8.07130862585958,3.89709067321839e-12,3.11609263695044e-11
"YHL015W",0.21790278570611,10.7493649801261,4.07631915189848e-12,3.25500410550382e-11
"YGR035C",-2.35301637788092,4.53413257721793,4.40387877919563e-12,3.51182624481139e-11
"YKR046C",0.627581720882991,7.57279917254986,4.42501624181723e-12,3.52393285367867e-11
"YKR051W",0.998316654440395,6.21623921390978,4.56639135687245e-12,3.63163140572773e-11
"YKL193C",1.11283955475224,6.02707930310712,4.69078626210911e-12,3.72555467287243e-11
"YFR013W",0.849293618686178,6.66641169238702,4.76684629858374e-12,3.78088867945308e-11
"YML115C",0.73047357489268,7.33865727815717,5.36823373660434e-12,4.252187285072e-11
"YMR045C",-1.81483254746497,7.45988104046676,5.5156944147979e-12,4.3631502476416e-11
"YGL207W",0.535655740298875,7.81355597794703,5.56450957903388e-12,4.39588827491902e-11
"YPL095C",-1.17822058554074,5.85824453581165,5.69923203806429e-12,4.49631412923018e-11
"YOR137C",1.1867679536864,5.94497106476061,5.77283713011682e-12,4.54831921423452e-11
"YDL040C",0.650340150542606,7.28661323988439,6.0720993956214e-12,4.77774097392179e-11
"YDR092W",0.918377239636463,6.90904100808388,6.15199155190261e-12,4.83417450366636e-11
"YNL293W",0.902255974829641,6.61408234096778,6.22023563244082e-12,4.88131753808387e-11
"YNL307C",0.654669472013917,7.25912503251509,6.25769099430450e-12,4.90420630639732e-11
"YKL189W",1.29526973560239,5.44253323510387,6.61637004091029e-12,5.17844729260135e-11
"YOR306C",-0.859542808875317,6.53547398092009,6.93897278890842e-12,5.42376512443476e-11
"YOR123C",0.589728114407598,7.55010259319644,7.44476526108465e-12,5.81143483507096e-11
"YGR087C",3.04530398755472,4.12469343352927,8.19615967302432e-12,6.3895489835685e-11
"YPL116W",0.904054583707257,6.31079512169168,8.25983210073027e-12,6.43071401842381e-11
"YDR176W",0.773188745718622,6.8479640654257,8.3066826407575e-12,6.45869135155876e-11
"YGR233C",-0.944089522780743,6.12087122803293,8.45068119240376e-12,6.56203157683111e-11
"YER030W",0.869544280010804,6.89261280378067,8.48372159870703e-12,6.57905382693964e-11
"YPL150W",1.0775554037837,6.07747624529885,8.84617968156841e-12,6.85115774552883e-11
"YPR013C",0.993168066538292,6.39602135568535,8.96536155150306e-12,6.93438487584883e-11
"YLR262C-A",0.732313753007915,7.204025627421,9.74301770189355e-12,7.52603599766373e-11
"YDL081C",0.337640782490244,9.62181265768872,1.00102301595049e-11,7.72236399658286e-11
"YHR214C-B",-2.03641547182811,7.60215267214028,1.02291734940889e-11,7.88099213079738e-11
"YGR260W",0.3988749366087,8.52305370164469,1.06476153593803e-11,8.19271002359603e-11
"YDL067C",1.23093980083337,5.72443196074164,1.14858370816279e-11,8.82619454701199e-11
"YER138W-A",1.25740566816504,5.81260887070012,1.18404126956502e-11,9.08686406227786e-11
"YNL077W",1.0945064362371,5.87466532895086,1.22555659791111e-11,9.39328806974099e-11
"YJL123C",0.513111555205942,7.88583785833272,1.23438128439328e-11,9.448685717665e-11
"YPR026W",0.959125283119407,6.63227306601126,1.32407918853988e-11,1.01221919361634e-10
"YGL176C",1.44789449631572,5.39871640881317,1.32590350090794e-11,1.01230593740287e-10
"YDR150W",0.591987370370882,7.57920488281934,1.33952013770983e-11,1.02138410500374e-10
"YKR097W",1.98605211261475,4.49890382026257,1.3703423003645e-11,1.04354123439598e-10
"YJL013C",1.14825954521951,5.67853315154792,1.41151778247391e-11,1.07351551656788e-10
"YML071C",0.925609556924882,6.42045925486674,1.42152559744293e-11,1.07973901926442e-10
"YPL243W",0.736026018442993,7.01886587387693,1.44523106267715e-11,1.09539781731536e-10
"YOR328W",1.0812634514585,5.98990870925697,1.44584366287527e-11,1.09539781731536e-10
"YKL124W",0.959558457113122,6.13196265330481,1.46281969294768e-11,1.10684195948484e-10
"YFL009W",0.824526991496506,6.70607753006276,1.49190269313956e-11,1.12740590489231e-10
"YHR087W",-0.894380870462319,6.05939046372871,1.50285231575531e-11,1.13423177963319e-10
"YPL050C",0.641358694812759,7.31015845432881,1.54336902795511e-11,1.16332669279113e-10
"YPR143W",1.10026026688696,5.89344190271472,1.56186528523204e-11,1.17577059703791e-10
"YPL003W",0.87014745558704,6.55077507759096,1.57581559110697e-11,1.18476503844726e-10
"YKL080W",0.487929747315522,8.05301601851229,1.62974882846425e-11,1.22375936776941e-10
"YGL054C",0.807220146607611,6.66497484145109,1.7146540938416e-11,1.28588191042595e-10
"YPR033C",0.429315286924608,8.32179736546001,1.73439953863217e-11,1.29904330001096e-10
"YGR253C",0.408762386758027,8.48526739259412,1.75729960097086e-11,1.31326830741742e-10
"YNL125C",0.942126353151615,6.7705190159658,1.75783082554436e-11,1.31326830741742e-10
"YBL087C",-0.305027328575682,9.52280670177534,1.78119310685108e-11,1.32904408741965e-10
"YLL029W",0.528510207500314,7.75690460615325,1.81564401869845e-11,1.3530435338336e-10
"YIL112W",0.80544473105175,6.98492108865699,1.83302911511042e-11,1.36428091498218e-10
"YHR028C",0.560797012732557,7.7130343927639,1.84579615863054e-11,1.372057270178e-10
"YGL110C",1.05211326645521,6.00744788511854,1.88796703670055e-11,1.40164378370855e-10
"YDR349C",0.611642006710586,7.46046631455285,1.94359191278409e-11,1.44113199848916e-10
"YHL025W",0.518101952285443,7.82125891586865,1.98237806007233e-11,1.46805143697722e-10
"YDR047W",0.645947798433032,7.28787682453433,2.15498099362491e-11,1.59387781740983e-10
"YLR193C",1.37944017299797,5.34523059897842,2.19441802856724e-11,1.62002545840648e-10
"YOR117W",0.447159704086548,8.29922359340179,2.19580939266857e-11,1.62002545840648e-10
"YPL074W",1.11902939094062,6.0184846349713,2.27218761872076e-11,1.67266740533595e-10
"YAR007C",0.824775210701983,6.74789876677634,2.27281492967738e-11,1.67266740533595e-10
"YOR141C",0.914875005281338,6.49208622679495,2.32036236820118e-11,1.70553840157098e-10
"YKR002W",0.79330519598535,6.69751212446792,2.33917101316175e-11,1.71723013460026e-10
"YOL103W-B",-2.27815257597537,5.46931990999538,2.44415445134628e-11,1.79207706178636e-10
"YER155C",0.629960630828422,7.5355730626918,2.46021829921099e-11,1.80162273223161e-10
"YGR044C",-0.965833140825646,5.78654918699403,2.47402686677559e-11,1.80949529922264e-10
"YMR292W",1.76202327399968,5.11735982700695,2.50649817891144e-11,1.83098144748383e-10
"YFL008W",1.11435638409495,6.22542282997755,2.50964747665817e-11,1.83102146971472e-10
"YLR191W",1.23432640690108,5.52155927729432,2.51946144898659e-11,1.83591790562237e-10
"YPL042C",1.08019920676908,5.8492529959826,2.61696022136164e-11,1.90461914265643e-10
"YBR077C",1.12737196708288,6.03830287689194,2.64129626828122e-11,1.91996928985504e-10
"YNL054W-B",-1.00781347192188,6.79867367086538,2.67030055473824e-11,1.93867096716395e-10
"YBR115C",-0.619708120844022,7.17618394055521,2.67775187273479e-11,1.94169826359948e-10
"YPL084W",0.762096125533643,6.9305742547259,2.82402036973e-11,2.04525440975427e-10
"YBL067C",0.848306339997837,6.55886009287309,3.01743912679632e-11,2.18266348572785e-10
"YGR157W",-0.69812280259203,7.0285277537768,3.30175095734982e-11,2.38540420203161e-10
"YDL119C",1.2132178119172,5.50542379664879,3.31974011750995e-11,2.39547588723248e-10
"YPL222W",0.94109231203607,6.21662991139368,3.34073299854295e-11,2.40768783829216e-10
"YHR158C",0.831423190819151,6.858476624713,3.42445062615535e-11,2.46502121106584e-10
"YPL215W",0.925526266586311,6.23650908541231,3.49161406685418e-11,2.5103135399242e-10
"YHR030C",-0.446085879616126,8.07442444761208,3.55026816034186e-11,2.54938552242024e-10
"YGL020C",0.852801273255157,6.87409363456667,3.62610384837531e-11,2.60068563282869e-10
"YBR057C",0.909077393212927,6.58737170886262,3.64794435123309e-11,2.61318241237848e-10
"YDL244W",3.45801057805096,3.6188398586464,3.68928074719016e-11,2.63959784535964e-10
"YML053C",1.07792338158142,6.05258318770024,3.83222449409052e-11,2.73855946033014e-10
"YOL108C",1.41659635164555,5.39883393889142,3.9364885607886e-11,2.80967464586081e-10
"YGL219C",0.785273687452866,6.82523335714366,4.30161249486632e-11,3.0665832689306e-10
"YBL101C",-0.612044928501021,7.20460637058875,4.37474130564109e-11,3.11496321365564e-10
"YBR129C",1.09739773268587,5.78679696431424,4.54739381975226e-11,3.23400591724449e-10
"YJL002C",0.530342945280742,7.73456815473573,4.8609506918728e-11,3.45285056948515e-10
"YKL142W",0.643991095317119,7.42179436722432,5.01821288621402e-11,3.56028365080676e-10
"YNL234W",1.41160545030799,5.69897693367352,5.0754734363516e-11,3.59659596681346e-10
"YKL210W",0.377918904223244,8.66820074291752,5.14719916504332e-11,3.64305950473221e-10
"YNL039W",0.839712190007647,6.6221610024102,5.50130688764367e-11,3.88552614946227e-10
"YPR114W",0.577305980674514,7.44423449655214,5.50290842191885e-11,3.88552614946227e-10
"YDR350C",1.19133373721891,6.16442852893272,5.55378423635596e-11,3.91677488993066e-10
"YJR088C",0.932990025907298,6.13477562951252,5.60802543370695e-11,3.9503198203862e-10
"YDL084W",0.337440542171034,8.93180138255225,5.65774127210593e-11,3.98060108288356e-10
"YLR219W",0.56869218891649,7.56998567015123,5.74088964648789e-11,4.03430451760913e-10
"YML069W",0.498079867992148,8.02195211525537,5.79010025465353e-11,4.06405969238256e-10
"YAL016W",0.533253856472853,7.72761308180914,5.8813693476757e-11,4.12323014575795e-10
"YOL130W",-0.642204733006407,7.12858536011907,6.02232785786182e-11,4.21705490354656e-10
"YMR083W",-0.349516625365481,8.87937199245967,6.11036230419793e-11,4.27364228769966e-10
"YJL178C",0.721607788774488,6.97575012729754,6.12746236752117e-11,4.28054248271815e-10
"YDR006C",0.762726237290698,6.85287551304327,6.20704289368944e-11,4.33102273608024e-10
"YNL180C",0.748490084028462,6.97247452901417,6.29701245445138e-11,4.3886245810352e-10
"YHR050W",0.517820725896155,7.740862857264,6.3995742679732e-11,4.4548565815997e-10
"YOR099W",0.460710904709716,8.21037660474483,6.51725315003639e-11,4.53144381771625e-10
"YNL209W",-0.211064831729037,10.9998318028499,6.55455430246206e-11,4.55203025911596e-10
"YDR003W",0.999954255390294,6.34233032046589,6.68717966337023e-11,4.63869191889351e-10
"YOR011W",1.06136351278566,5.79030149321328,7.0014571657542e-11,4.85100960770113e-10
"YOR003W",1.23037388265226,5.65263959963077,7.17599325087789e-11,4.96242914144237e-10
"YKR013W",0.413474896208444,8.4461418132004,7.17904232731904e-11,4.96242914144237e-10
"YOR281C",0.901924653505144,6.6215943912902,7.19843975894487e-11,4.97003127814198e-10
"YMR135C",0.550831169581875,7.98631804161216,7.53783473239659e-11,5.19829465170054e-10
"YDL241W",-1.54574180058315,4.44838613321213,7.74006412992054e-11,5.33154359216995e-10
"YHR018C",-0.452564237117506,8.40037844492444,7.7548658355655e-11,5.33552804058617e-10
"YBL044W",3.47618176696482,3.63391338228088,7.79265894497973e-11,5.35530348170093e-10
"YKL007W",0.635085035600131,7.38383571215369,7.92174975956249e-11,5.4377022421498e-10
"YBR255C-A",1.34513674636537,5.21656171069029,7.97537248081822e-11,5.46816674032461e-10
"YPL147W",1.21986340791371,5.58863910577793,8.10819756785973e-11,5.55280150567431e-10
"YGL011C",0.432783095731098,8.30315543745353,8.21452760951785e-11,5.61911674745863e-10
"YGR026W",0.632326854386705,7.28689164964233,8.32365844359312e-11,5.68719249546657e-10
"YHR205W",0.722736486753537,7.04159109026091,8.73307706193338e-11,5.96004809405534e-10
"YAL011W",1.13256540756058,5.64935629978158,8.85429981506788e-11,6.03581705135445e-10
"YNR035C",0.491331302876024,7.91557147455642,9.33871608581327e-11,6.35870921516192e-10
"YGL186C",-0.701557418441256,7.03588591328292,9.53091336655046e-11,6.48211659653782e-10
"YKL101W",0.648505513769017,7.34448733205703,9.6985774077084e-11,6.58857434229743e-10
"YMR036C",1.42810595095407,5.11284911744507,9.88149890199927e-11,6.70514094072588e-10
