"","logFC","logCPM","PValue","FDR"
"YAL053W",0.680531902510693,9.05996036479674,2.6794330543981e-30,7.01513512516529e-29
"YOR348C",2.69924264642796,5.33754396914804,5.59647364518188e-30,1.45878125808551e-28
"YPL079W",-0.349385574159834,10.3110241901735,8.41966929148401e-30,2.18505189463644e-28
"YPL134C",1.61385472745963,6.54704694810836,1.81323802939357e-29,4.68512201743307e-28
"YML001W",1.12821806242218,7.28581895819846,1.89265554926618e-29,4.86906212391651e-28
"YBR298C",0.990523065474998,7.59899862812289,2.45106722151719e-29,6.2783397184923e-28
"YPL232W",0.848580445051364,8.20668548313614,4.38061194234963e-29,1.11724486477943e-27
"YMR251W-A",-0.711909061894819,8.29470732033127,4.97680081215704e-29,1.26385109036623e-27
"YPL257W-A",8.55684459146999,4.60722289139027,7.93646054573696e-29,2.00683919013357e-27
"YLR157C-A",8.55684455639576,4.60722289139027,7.9771195493942e-29,2.00853686696874e-27
"YER137C-A",8.55684442605666,4.60722289139027,8.13010939401944e-29,2.03838378323784e-27
"YDR365W-A",8.55684424275034,4.60722289139027,8.35042309401799e-29,2.08478706528711e-27
"YDR335W",0.848052225314778,7.91472070534149,1.29068186521093e-28,3.20880865397187e-27
"YLR192C",0.654205736849987,8.57791242097736,2.00675556299024e-28,4.96818940008922e-27
"YOR261C",0.90831910728399,7.82383793428673,2.87565060899836e-28,7.0896769389347e-27
"YBR230W-A",1.66266973973095,6.29190824948118,3.1235386218494e-28,7.66887054999289e-27
"YER001W",-1.82710020101367,5.9079408276984,7.55846966586368e-28,1.8480770666494e-26
"YOR063W",-0.185617183972186,12.0761291870542,8.32644072961516e-28,2.0274711850672e-26
"YGL080W",1.57357269720867,6.320280769256,8.4484659809854e-28,2.04875300038896e-26
"YGR130C",0.606461205517213,8.81764582361047,1.00678866710272e-27,2.43149736459053e-26
"YGR055W",-0.864142816949055,7.66319469100327,1.02195812013124e-27,2.45810008000673e-26
"YDR525W-A",2.25315216814744,5.56203444135935,2.10173202234541e-27,5.0347969134485e-26
"YKR058W",-0.974246122869356,7.2742165345582,2.45100708811402e-27,5.84782618563333e-26
"YDR277C",-1.16705239798248,7.00814024089793,2.54647812260231e-27,6.05120925760557e-26
"YKL029C",-0.957315871673139,7.47137107214809,3.14066620522474e-27,7.43332877452592e-26
"YPL016W",2.12202392005611,5.67861849059963,3.953702206117e-27,9.32034101736825e-26
"YGL030W",-0.290497139852671,11.0028059206725,4.61507364730381e-27,1.08362661790066e-25
"YLR264W",-1.30451274388192,6.84156758136272,5.88651478577122e-27,1.37669992045092e-25
"YNR050C",-0.929670652458754,7.39202474828768,8.0845790848669e-27,1.88332497815581e-25
"YOR127W",1.16502892196807,7.16319458839639,1.10544557081428e-26,2.56506723235613e-25
"YJL078C",-0.689806596093878,8.15202700519923,1.55174876651396e-26,3.58660056697778e-25
"YGR037C",0.844523444372115,8.04331400695809,1.89869943198971e-26,4.37144145489615e-25
"YBR054W",-1.83163208817562,5.35590792562553,2.46114674748295e-26,5.64442066079713e-25
"YIR037W",0.961459856771919,7.46217902040677,3.04533182682559e-26,6.9572310499332e-25
"YGL123W",-0.298782962997317,11.4351233413694,3.42230068112968e-26,7.7883665885555e-25
"YHR054C",3.85060421753724,4.6601650344253,3.88417638830638e-26,8.80562133701489e-25
"YCR002C",1.1688838135908,7.08442703848029,4.59807116346526e-26,1.0384269875658e-24
"YOL039W",0.454754606873548,9.5566645920674,4.87796243612529e-26,1.09744881119975e-24
"YLR314C",0.727381010968339,8.18415698583431,5.05423220429086e-26,1.13279893760564e-24
"YKL109W",-1.23582147758271,7.04884623683827,8.31214535441182e-26,1.85596090800207e-24
"YLR079W",1.306213900415,7.08967297357505,8.61651419104784e-26,1.91668851385076e-24
"YPL015C",1.20110091528218,7.08941716695697,9.85380670139851e-26,2.18370690083052e-24
"YLL023C",0.961965451824083,7.50206498428521,1.27931702546517e-25,2.82452195510351e-24
"YER042W",1.62656556356265,6.15426187890297,2.15367968044086e-25,4.73729467255338e-24
"YMR142C",0.327422100576314,10.2774625409618,2.57331959720653e-25,5.6393822432115e-24
"YPR065W",1.58238404118783,6.53346914784012,4.21348771338339e-25,9.19970730630609e-24
"YMR031C",0.626023888683862,8.54991036967469,5.42923727614378e-25,1.18105871187289e-23
"YGL028C",-1.25196005711439,6.27593755311785,1.16726172431257e-24,2.52992220613828e-23
"YER124C",-1.41401222624794,5.98203590227193,1.28542270651031e-24,2.77585626073777e-23
"YGL031C",0.424749994083578,9.48859789674001,1.48541153370832e-24,3.19606547089168e-23
"YKL163W",-2.20239201743285,5.05521410591447,1.74420243748972e-24,3.73929196471981e-23
"YCL064C",-0.64976226178165,8.20695516772192,2.6611777497966e-24,5.68454467348248e-23
"YDR086C",1.03734731057654,7.38330386626744,2.70507956909921e-24,5.75753806128058e-23
"YML100W",-0.511442177994972,9.61199190918873,4.59010487638564e-24,9.7346417754745e-23
"YBR207W",0.98175586948196,7.29710597252554,5.94248985571194e-24,1.25577544558027e-22
"YER063W",1.18216138919099,7.1202103363805,7.67877917669994e-24,1.61691588571294e-22
"YLR250W",0.964860030751952,7.34879868827571,8.70534708581999e-24,1.82657938676585e-22
"YDL072C",0.650681810928043,8.29070306898803,9.44670803504791e-24,1.97512973298157e-22
"YOR382W",-0.477950277588386,9.39215243378052,9.64913128374286e-24,2.01034893682769e-22
"YMR006C",-1.07594654974811,6.93824220926624,1.06061208091655e-23,2.20197953781868e-22
"YLR325C",0.440232572835968,9.37098070920191,1.09796837913907e-23,2.27156604872932e-22
"YBL005W-A",8.12404684187185,4.20659021516409,1.15017497116132e-23,2.37128407817475e-22
"YGL036W",0.914474400379344,7.44093170484384,1.34009200275445e-23,2.75323763204795e-22
"YFR031C-A",-0.273749183736122,10.6300919777483,1.52714180695965e-23,3.12667753348797e-22
"YPR139C",1.34615418244689,6.58763589673411,1.53950806628691e-23,3.14112732007573e-22
"YGR155W",-0.502177389400294,8.84042166176042,1.72215343813258e-23,3.50171199086958e-22
"YMR280C",1.46737921652368,6.46522494334046,1.95773426691721e-23,3.96709371827024e-22
"YOR142W",0.694963142548996,8.15196755143038,2.01639729614476e-23,4.07202143388688e-22
"YGL252C",0.82118635486167,7.86132505015073,2.07489423173249e-23,4.17590107794597e-22
"YMR072W",0.93004000695049,7.4301380230362,2.40305539052073e-23,4.81995889685125e-22
"YDR309C",1.30743677018742,6.75534133574862,2.57409241705962e-23,5.14557595666953e-22
"YNL225C",2.41834639017579,5.24849884558557,2.76031989317658e-23,5.49926357169219e-22
"YDR054C",0.755795123887487,7.89989318444353,3.39819562093896e-23,6.74735687553552e-22
"YPR028W",0.647533505355731,8.37129268509526,3.53447485629475e-23,6.99447749989834e-22
"YDL007W",0.589352675249757,8.62821628284232,3.5744141667511e-23,7.04993620822209e-22
"YOR197W",-0.673002792463394,7.99221418415107,4.59186101735533e-23,9.02659190687424e-22
"YOL030W",0.58880280212921,8.51760469709895,5.2771557653269e-23,1.03393810143839e-21
"YOR312C",0.372609850046135,9.75508037444151,6.06853332885495e-23,1.18506639296484e-21
"YEL002C",0.803880864733319,7.84267333534232,7.24843720488945e-23,1.41082246517536e-21
"YMR272C",-0.914168747374193,7.23305509955948,9.90003747592983e-23,1.92060727033039e-21
"YHL048W",1.57859772151799,6.08293319976544,1.43275780486331e-22,2.77046664424059e-21
"YOR298C-A",-0.569768998295979,8.42744385138169,1.68641770056612e-22,3.2503366561074e-21
"YDR261C-D",-3.57287927964466,4.81738366051274,1.75994066930782e-22,3.38102887671894e-21
"YPR159W",0.594628145619681,8.51095122555593,2.93500690122664e-22,5.62020577170163e-21
"YPR148C",0.82866885874593,7.70094262883522,3.16625046135085e-22,6.04345289671386e-21
"YHR142W",1.0147017833631,7.17263602961878,4.27770963151854e-22,8.13865205456436e-21
"YJR077C",0.631366591525756,8.36618276864763,4.42706738092243e-22,8.39581977337115e-21
"YER004W",0.797522465411,7.89976940379375,5.04738778378085e-22,9.54165927048923e-21
"YJR045C",-0.359793832804714,9.74876419703621,5.28885486302755e-22,9.9662911543102e-21
